sentiment,text,label
neutral,virala oy ab allocated board director amount eur million eur million lower maximum announced,1
neutral,five different game mode coop tournament player splitscreen multiplayer mode player much fun would actually fishing,1
neutral,sale billion last twelve month ending october store state dollar general nation largest small box discount retailer,1
neutral,u federal government putting stake ground vendor customer focused meeting deadline,1
neutral,company exit contract manufacturing service segment,1
neutral,von koskull oversee new unit nordea brings together corporate merchant banking financial institution capital market product division,1
neutral,votorantim celulose e papel vcp part votorantim group major brazilian conglomerate,1
neutral,yit acquired investment right square metre residential project yaroslavl square metre project moscow,1
neutral,yit corporation sept corporate release stock exchange release yit capital market day london sept wednesday september yit hold capital market day investor analyst london,1
neutral,yit kausta build commercial residential highrises virsuliskes area,1
neutral,alone,1
neutral,munich january bavaria industriekapital ag closed acquisition elcoteq communication technology gmbh offenburg germany approval,1
neutral,cash flow operating activity investment eur million,1
neutral,cash flow operating activity investment eur million eur million,1
neutral,christine idzelis eqt partner shed salcomp swedish financial investor eqt partner selling majority stake mobile phone charger manufacturer salcomp oyj nordic investment company nordstjernan ab,1
neutral,profit tax eur million,1
neutral,group cumulative sale review period eur million eur million profit tax eur million,1
neutral,group profit tax eur million,1
neutral,group sale period eur million eur million profit tax eur million,1
neutral,compagnie de financement foncier issue benchmark year covered deal euro,1
neutral,company continued development fully human antibody vap antibody program,1
neutral,profit tax eur million,1
neutral,westpac banking corp issue benchmark year frn deal euro,1
neutral,pension insurance company required diversify put much one asset class,1
neutral,lemminkainen talo oy lahti office significant logistics business premise constructor,1
neutral,marimekko aim expand distribution network primarily increasing number concept store shopinshops,1
neutral,marimekko operates industry change business climate reflected consumer demand,1
neutral,year color orange become synonymous quality,1
neutral,enterprise value fray bentos pulp mill forestal oriental total approximately euro billion upm said,1
neutral,new unit major investment finnish medium scene,1
